IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  ABILIOREIS,NEWREG                              ,2026-04-04-06.59.50.528000,,MAXADMIN
  ELYRENATO,ACTIVE                              ,2026-04-08-19.26.04.519000,,ANDREGIACOMELI
  EMANOELCABRAL,NEWREG                              ,2025-11-25-18.33.07.000000,,ITEAM
  EMANOELCABRAL,INACTIVE                            ,2026-03-26-07.45.03.195000,Usuario inativo por mais de 50 dias,MAXADMIN
  EMANOELCABRAL,ACTIVE                              ,2025-11-25-18.33.56.000000,,ANDREGIACOMELI
  EMANOELPINTO,ACTIVE                              ,2014-05-04-22.18.11.000000,,MAXADMIN
  EMANOELPINTO,INACTIVE                            ,2016-01-29-16.35.08.000000,SR83860,MAXADMIN
  EMANUELLYBARRETO,ACTIVE                              ,2020-12-01-09.52.15.000000,,ITEAM
  EMANUELLYBARRETO,INACTIVE                            ,2023-01-22-05.00.33.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EMANUELLYBARRETO,INACTIVE                            ,2022-05-27-06.01.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EMANUELLYBARRETO,ACTIVE                              ,2022-04-04-14.12.54.000000,,ITEAM
  EMANUELLYBARRETO,ACTIVE                              ,2022-04-06-15.52.38.000000,,ITEAM
  EMANUELLYBARRETO,INACTIVE                            ,2022-04-05-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EMANUELLYBARRETO,INACTIVE                            ,2021-08-27-06.01.38.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EMANUELLYBARRETO,ACTIVE                              ,2022-10-07-13.04.02.000000,,ITEAM
  EMELYMORAIS,ACTIVE                              ,2025-06-30-11.47.15.000000,,ITEAM
  EMELYMORAIS,INACTIVE                            ,2025-07-12-01.00.08.000000,Automatic Inativate expired user access,MAXADMIN
  EMERSONBASTOS,ACTIVE                              ,2019-03-26-18.07.01.000000,,THIAGOFROES
  EMERSONBASTOS,INACTIVE                            ,2020-06-09-20.30.36.000000,,MAXADOOG
  EMERSSONRAMOS,ACTIVE                              ,2016-10-28-15.56.10.000000,,JULINECAETANO
  EMERSSONRAMOS,INACTIVE                            ,2017-03-20-14.48.41.000000,Saneamento usuário março/17,MAXADOOG
  EMILIOBARRETO,NEWREG                              ,2025-06-15-13.46.48.000000,,ITEAM
  EMILIOBARRETO,INACTIVE                            ,2025-11-07-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EMILIOBARRETO,ACTIVE                              ,2025-09-10-18.26.06.000000,,RAFAELLANA
  EMILIOBARRETO,INACTIVE                            ,2025-08-05-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EMILIOBARRETO,ACTIVE                              ,2025-06-15-13.49.09.000000,,ANDREGIACOMELI
  EMIRANDA,ACTIVE                              ,2020-11-17-17.07.57.000000,,VANIASANTOS
  EMIRANDA,INACTIVE                            ,2021-03-09-11.53.38.000000,,MAXADOOG
  EMMANUELJUNIOR,ACTIVE                              ,2014-05-05-12.17.50.000000,,MAXADMIN
  EMMANUELJUNIOR,INACTIVE                            ,2022-11-21-05.00.10.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ENDRUSSAA,NEWREG                              ,2025-02-07-15.25.02.000000,,MAXADMIN
  ENIOSANTOS,ACTIVE                              ,2016-03-07-11.29.06.000000,,MAXADMIN
  ENIOSANTOS,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  ENZOAZEVEDO,ACTIVE                              ,2023-09-15-14.02.31.000000,,ITEAM
  ENZOAZEVEDO,INACTIVE                            ,2023-11-05-05.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ENZOLOPES,NEWREG                              ,2024-08-15-19.29.49.000000,,MAXADMIN
  ENZOLOPES,INACTIVE                            ,2024-10-05-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ENZOLOPES,ACTIVE                              ,2024-08-15-19.30.47.000000,,JOSESANTOS
  ERBSONALMEIDA,INACTIVE                            ,2016-12-01-08.53.21.000000,,MAXADOOG
  ERBSONALMEIDA,ACTIVE                              ,2016-12-05-11.17.53.000000,,MAXADOOG
  ERBSONALMEIDA,ACTIVE                              ,2016-11-18-11.35.35.000000,,JULINECAETANO
  ERBSONALMEIDA,INACTIVE                            ,2024-03-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERBSONALMEIDA,ACTIVE                              ,2024-01-28-13.44.10.000000,Ticket#0338035,HELPDESK
  ERBSONALMEIDA,INACTIVE                            ,2023-10-12-06.00.10.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERBSONALMEIDA,ACTIVE                              ,2023-10-11-16.26.38.000000,,ITEAM
  ERBSONALMEIDA,ACTIVE                              ,2023-11-07-11.36.48.000000,Ticket#0322661 — RES: Acesso ao máximo,ITEAM
  ERBSONALMEIDA,INACTIVE                            ,2023-09-26-06.00.14.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERBSONALMEIDA,INACTIVE                            ,2023-11-08-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERBSONALMEIDA,INACTIVE                            ,2023-10-30-05.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERBSONALMEIDA,ACTIVE                              ,2023-10-29-14.55.36.000000,Ticket#0322661,HELPDESK
  ERBSONALMEIDA,ACTIVE                              ,2023-09-25-15.59.58.000000,,ITEAM
  ERBSONALMEIDA,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  ERBSONALMEIDA,ACTIVE                              ,2017-07-15-20.30.07.000000,,HELPDESK
  ERBSONALMEIDA,BLOCKED                             ,2017-07-15-02.12.46.000000,,MAXADMIN
  ERBSONALMEIDA,ACTIVE                              ,2017-03-28-15.00.06.000000,,MAXADOOG
  ERBSONALMEIDA,INACTIVE                            ,2017-03-20-14.48.41.000000,Saneamento usuário março/17,MAXADOOG
  ERBSONALMEIDA,ACTIVE                              ,2017-03-06-16.13.27.000000,,HELPDESK
  ERBSONALMEIDA,BLOCKED                             ,2017-03-03-15.41.57.000000,,MAXADMIN
  ERBSONMARCOS,ACTIVE                              ,2014-04-30-08.40.54.000000,,MAXADMIN
  ERBSONMARCOS,INACTIVE                            ,2016-11-30-15.30.01.000000,Desativando usuarios que nao fizeram login em 2016,MAXADOOG
  ERICALISBOA,ACTIVE                              ,2019-08-29-12.21.54.000000,,THIAGOFROES
  ERICALISBOA,INACTIVE                            ,2020-06-09-20.29.55.000000,sem acesso ao sistema nos ultimos meses,MAXADOOG
  ERICALISBOA,ACTIVE                              ,2025-02-12-14.29.48.000000,,ITEAM
  ERICALISBOA,INACTIVE                            ,2025-06-19-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERICHSANTOS,NEWREG                              ,2026-04-16-19.13.15.605000,,MAXADMIN
  ERICHSANTOS,INACTIVE                            ,2026-06-13-07.45.11.763000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERICHSANTOS,ACTIVE                              ,2026-04-16-19.15.21.830000,,ANDREGIACOMELI
  ERICKALVES,NEWREG                              ,2026-05-10-07.10.59.387000,,MAXADMIN
  ERICKALVES,INACTIVE                            ,2026-06-30-07.45.02.910000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERICKALVES,ACTIVE                              ,2026-05-10-07.12.04.807000,,ANDREGIACOMELI
  ERICKDEOLIVEIRA,NEWREG                              ,2025-06-15-14.21.18.000000,,ITEAM
  ERICKDEOLIVEIRA,ACTIVE                              ,2025-06-15-14.22.25.000000,,ANDREGIACOMELI
  ERICKDEOLIVEIRA,INACTIVE                            ,2025-08-12-06.00.13.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERICKMARCEL,INACTIVE                            ,2024-08-02-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERICKMARCEL,ACTIVE                              ,2024-06-09-20.22.10.000000,,ANDREGIACOMELI
  ERICKMARCEL,NEWREG                              ,2024-06-09-20.18.50.000000,,MAXADMIN
  ERICKPESSANHA,ACTIVE                              ,2025-08-08-09.37.53.000000,,ITEAM
  ERICKPESSANHA,INACTIVE                            ,2025-09-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERICNOGUEIRA,ACTIVE                              ,2024-03-11-07.57.59.000000,,ANDREGIACOMELI
  ERICNOGUEIRA,INACTIVE                            ,2024-06-08-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERICNOGUEIRA,NEWREG                              ,2024-03-11-06.26.22.000000,,MAXADMIN
  ERICOMARTINS,ACTIVE                              ,2024-04-15-18.01.48.000000,,MAXADOOG
  ERICOMARTINS,INACTIVE                            ,2024-07-13-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERIKROCHA,NEWREG                              ,2026-04-17-18.58.28.199000,,MAXADMIN
  ERIKROCHA,ACTIVE                              ,2026-07-12-19.53.07.101000,,RAFAELLANA
  ERIKROCHA,INACTIVE                            ,2026-06-20-07.45.01.381000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERIKROCHA,ACTIVE                              ,2026-04-17-18.59.26.308000,,RAFAELLANA
  ERNANDESPEREIR,INACTIVE                            ,2020-11-06-12.28.39.000000,Ticket#0176266 - Rescisão 03/11/2020,VANIASANTOS
  ERNANDESPEREIR,ACTIVE                              ,2019-02-22-11.30.10.000000,,THIAGOFROES
  ERNANECARVALHAL,ACTIVE                              ,2018-04-10-08.06.58.000000,,JULINECAETANO
  ERNANECARVALHAL,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  ERNANIMAGALHAES,NEWREG                              ,2025-03-12-20.11.57.000000,,MAXADMIN
  ERNANIMAGALHAES,INACTIVE                            ,2026-03-26-07.45.02.426000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERNANIMAGALHAES,ACTIVE                              ,2026-01-05-09.33.18.702000,,RAFAELLANA
  ERNANIMAGALHAES,INACTIVE                            ,2025-06-22-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERNANIMAGALHAES,ACTIVE                              ,2025-03-12-20.12.48.000000,,ANDREGIACOMELI
  ESDRASSELLOS,ACTIVE                              ,2019-09-12-07.44.35.000000,,MAXADOOG
  ESDRASSELLOS,ACTIVE                              ,2024-12-31-03.34.44.000000,,MAXADMIN
  ESDRASSELLOS,BLOCKED                             ,2024-12-30-04.36.46.000000,,MAXADMIN
  ESDRASSELLOS,BLOCKED                             ,2024-12-31-03.27.49.000000,,MAXADMIN
  ESDRASSELLOS,ACTIVE                              ,2024-12-30-21.44.42.000000,,MAXADMIN
  ESDRASSELLOS,BLOCKED                             ,2024-12-30-21.45.49.000000,,MAXADMIN
  ESDRASSELLOS,BLOCKED                             ,2024-12-30-21.44.09.000000,,MAXADMIN
  ESDRASSELLOS,ACTIVE                              ,2024-12-30-21.54.42.000000,,MAXADMIN
  ESDRASSELLOS,ACTIVE                              ,2022-04-20-22.15.09.000000,,MAXADMIN
  ESDRASSELLOS,BLOCKED                             ,2022-04-20-22.10.39.000000,,MAXADMIN
  ESDRASSELLOS,ACTIVE                              ,2019-09-13-13.31.52.000000,,HELPDESK
  ESDRASSELLOS,BLOCKED                             ,2019-09-13-13.27.30.000000,,MAXADMIN
  ESDRASSELLOS,ACTIVE                              ,2024-12-30-04.44.19.000000,,MAXADMIN
  ESLLENSILVA,ACTIVE                              ,2026-07-03-11.21.24.351000,,ITEAM
  ESTACIOBORGES,ACTIVE                              ,2017-02-14-15.43.23.000000,,MAXADMIN
  ESTACIOBORGES,ACTIVE                              ,2022-09-29-18.51.54.000000,,MAXADOOG
  ESTACIOBORGES,BLOCKED                             ,2022-01-11-10.08.35.000000,,MAXADMIN
  ESTACIOBORGES,ACTIVE                              ,2022-10-19-19.25.03.000000,,MAXADMIN
  ESTACIOBORGES,BLOCKED                             ,2022-10-19-19.18.15.000000,,MAXADMIN
  ESTACIOBORGES,INACTIVE                            ,2022-06-20-06.00.44.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ESTACIOBORGES,ACTIVE                              ,2022-01-11-10.20.09.000000,,MAXADMIN
  ESTACIOBORGES,BLOCKED                             ,2022-01-11-10.12.18.000000,,MAXADMIN
  ESTACIOBORGES,ACTIVE                              ,2022-01-11-10.10.09.000000,,MAXADMIN
  ESTACIOBORGES,ACTIVE                              ,2020-11-19-18.43.49.000000,Ticket#0176529 — CRIACAO USUARIO ESTACIO,VANIASANTOS
  ESTACIOBORGES,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  ESTEMEDEIROS,INACTIVE                            ,2024-12-31-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ESTEMEDEIROS,NEWREG                              ,2024-11-06-13.41.47.000000,,MAXADMIN
  ESTEMEDEIROS,ACTIVE                              ,2024-11-06-13.43.59.000000,,JOSESANTOS
  ESTEVAOSILVA,NEWREG                              ,2026-05-28-20.24.32.781000,,MAXADMIN
  ESTEVAOSILVA,ACTIVE                              ,2026-05-28-20.27.15.951000,,ANDREGIACOMELI
  EVAIRVIANA,INACTIVE                            ,2025-05-06-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVAIRVIANA,NEWREG                              ,2025-03-09-13.33.38.000000,,MAXADMIN
  EVAIRVIANA,ACTIVE                              ,2025-03-09-13.34.20.000000,,ANDREGIACOMELI
  EVALDOCOSTA,ACTIVE                              ,2015-09-10-11.07.50.000000,,MAXADMIN
  EVALDOCOSTA,INACTIVE                            ,2016-11-30-15.30.01.000000,Desativando usuarios que nao fizeram login em 2016,MAXADOOG
  EVANDROLEAO,ACTIVE                              ,2025-10-15-14.10.20.000000,,VAGNERPEREIRA
  EVANDROLEAO,NEWREG                              ,2025-10-15-14.09.31.000000,,ITEAM
  EVANDROLEAO,INACTIVE                            ,2025-12-05-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVANDROPASSOS,NEWREG                              ,2025-09-29-12.59.24.000000,,ITEAM
  EVANDROPASSOS,ACTIVE                              ,2025-09-29-13.01.20.000000,,ANDREGIACOMELI
  EVANDROPASSOS,INACTIVE                            ,2025-12-04-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVANDROPEREIRA,NEWREG                              ,2023-12-17-16.00.10.000000,,MAXADMIN
  EVANDROPEREIRA,INACTIVE                            ,2024-04-15-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVANDROPEREIRA,INACTIVE                            ,2023-12-31-00.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  EVANDROPEREIRA,ACTIVE                              ,2024-01-17-05.58.44.000000,,MAXADMIN
  EVANDROPEREIRA,BLOCKED                             ,2024-01-17-05.49.13.000000,,MAXADMIN
  EVANDROPEREIRA,ACTIVE                              ,2024-01-15-06.54.45.000000,,ANDREGIACOMELI
  EVANDROPEREIRA,ACTIVE                              ,2023-12-17-16.01.52.000000,,ANDREGIACOMELI
  EVANGELISTAFERNANDO,NEWREG                              ,2026-01-05-17.39.03.040000,,ITEAM
  EVANGELISTAFERNANDO,INACTIVE                            ,2026-03-26-07.45.03.533000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVANGELISTAFERNANDO,ACTIVE                              ,2026-01-05-17.39.29.972000,,RAFAELLANA
  EVERTONALVES,NEWREG                              ,2025-05-06-15.45.25.000000,,ITEAM
  EVERTONALVES,INACTIVE                            ,2026-04-12-07.45.02.648000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERTONALVES,ACTIVE                              ,2026-02-16-16.16.34.578000,,ANDREGIACOMELI
  EVERTONALVES,INACTIVE                            ,2025-06-30-01.00.05.000000,Automatic Inativate expired user access,MAXADMIN
  EVERTONALVES,ACTIVE                              ,2025-05-06-15.52.11.000000,,ANDREGIACOMELI
  EVERTONFERREIRA,ACTIVE                              ,2025-05-05-09.38.41.000000,,ITEAM
  EVERTONFERREIRA,INACTIVE                            ,2025-06-25-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERTONMIRANDA,ACTIVE                              ,2025-11-21-14.11.50.000000,,ITEAM
  EVERTONMIRANDA,INACTIVE                            ,2026-05-15-07.45.06.184000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERTONMIRANDA,ACTIVE                              ,2025-12-20-13.51.35.645000,,MAXADMIN
  EVERTONMIRANDA,BLOCKED                             ,2025-12-20-13.41.57.229000,,MAXADMIN
  EVERTONSANTOS,NEWREG                              ,2024-05-06-13.25.37.000000,,MAXADMIN
  EVERTONSANTOS,INACTIVE                            ,2024-07-09-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERTONSANTOS,ACTIVE                              ,2024-05-07-18.09.39.000000,,MAXADMIN
  EVERTONSANTOS,BLOCKED                             ,2024-05-07-18.05.20.000000,,MAXADMIN
  EVERTONSANTOS,ACTIVE                              ,2024-05-06-13.31.27.000000,,ANDREGIACOMELI
  EVERTONSOUZA,ACTIVE                              ,2023-09-25-16.22.02.000000,,ITEAM
  EVERTONSOUZA,INACTIVE                            ,2024-03-15-14.25.21.000000,Ticket#0346276 — Emissão de Rescisão Contratual - EVERTON RICARDO DOS SANTOS SOUZA - Maximo,ITEAM
  EVERTONSOUZA,ACTIVE                              ,2024-02-21-19.26.29.000000,0341811,HELPDESK
  EVERTONSOUZA,INACTIVE                            ,2023-11-15-05.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERTONZANELA,ACTIVE                              ,2023-09-25-16.23.08.000000,,ITEAM
  EVERTONZANELA,INACTIVE                            ,2023-11-15-05.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVIEIRA,NEWREG                              ,2025-09-06-17.51.30.000000,,ITEAM
  EVIEIRA,INACTIVE                            ,2026-03-26-07.45.03.259000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVIEIRA,ACTIVE                              ,2025-09-06-17.53.38.000000,,RAFAELLANA
  EWERSONROCHA,ACTIVE                              ,2016-09-05-16.58.03.000000,,JULINECAETANO
  EWERSONROCHA,ACTIVE                              ,2019-09-26-18.37.23.000000,,MAXADOOG
  EWERSONROCHA,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  FABBIOLEITE,ACTIVE                              ,2018-03-02-18.20.26.000000,,MAXADMIN
  FABBIOLEITE,INACTIVE                            ,2023-05-12-06.00.42.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABBIOLEITE,ACTIVE                              ,2023-05-11-17.33.26.000000,,ITEAM
  FABBIOLEITE,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
