IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  ABILIOPEDROSO,NEWREG                              ,2025-02-15-19.43.21.000000,,MAXADMIN
  BEATRIZOUVERNEY,INACTIVE                            ,2024-08-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BENEDITOBATISTA,ACTIVE                              ,2014-02-17-17.09.13.000000,,MAXADMIN
  BENEDITOBATISTA,INACTIVE                            ,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  BENEDITONETO,INACTIVE                            ,2025-07-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BENEDITONETO,ACTIVE                              ,2025-05-28-07.12.50.000000,,LUIZFELIPE
  BENEDITONETO,NEWREG                              ,2025-05-28-07.12.20.000000,,ITEAM
  BERNARDODELGADO,NEWREG                              ,2024-01-14-16.08.35.000000,,MAXADMIN
  BERNARDODELGADO,INACTIVE                            ,2024-03-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BERNARDODELGADO,ACTIVE                              ,2024-01-14-16.09.38.000000,,RAPHAELBARBOSA
  BERNARDODELGADO,ACTIVE                              ,2024-09-19-09.40.25.000000,0373706,HELPDESK
  BERNARDODELGADO,ACTIVE                              ,2024-12-02-09.49.59.000000,0379444,HELPDESK
  BERNARDODELGADO,INACTIVE                            ,2024-11-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BERNARDODELGADO,INACTIVE                            ,2025-01-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BERNARDODELGADO,ACTIVE                              ,2025-07-02-10.00.17.000000,,HELPDESK
  BERNARDODELGADO,INACTIVE                            ,2025-10-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BERNARDODELGADO,ACTIVE                              ,2025-11-30-16.14.37.000000,,LUIZFELIPE
  BERNARDODELGADO,INACTIVE                            ,2026-04-25-07.45.02.131000,Usuario inativo por mais de 50 dias,MAXADMIN
  BERNARDOMORAIS,ACTIVE                              ,2024-03-08-19.14.54.000000,,RAPHAELBARBOSA
  BERNARDOMORAIS,INACTIVE                            ,2024-04-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BERNARDOMORAIS,NEWREG                              ,2024-03-08-19.13.22.000000,,MAXADMIN
  BERNARDONUNES,NEWREG                              ,2024-04-30-10.41.19.000000,,MAXADMIN
  BERNARDONUNES,ACTIVE                              ,2024-04-30-10.42.27.000000,,RAPHAELBARBOSA
  BERNARDONUNES,INACTIVE                            ,2024-06-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BERNARDONUNES,ACTIVE                              ,2024-10-26-16.14.11.000000,,HELPDESK
  BERNARDONUNES,INACTIVE                            ,2025-02-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BESSAOLIVEIRA,INACTIVE                            ,2025-01-26-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  BESSAOLIVEIRA,ACTIVE                              ,2025-01-11-17.15.39.000000,,RENATOSOARES
  BESSAOLIVEIRA,NEWREG                              ,2025-01-11-16.45.35.000000,,MAXADMIN
  BISMARQUESILVA,NEWREG                              ,2024-06-16-19.20.22.000000,,MAXADMIN
  BISMARQUESILVA,INACTIVE                            ,2024-08-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BISMARQUESILVA,ACTIVE                              ,2024-06-16-19.21.13.000000,,RAPHAELBARBOSA
  BLBAPINTO,NEWREG                              ,2026-06-05-19.52.24.320000,,MAXADMIN
  BLBAPINTO,ACTIVE                              ,2026-06-05-19.53.17.683000,,RENATOSOARES
  BRAITINERRIBEIRO,NEWREG                              ,2025-08-03-19.40.41.000000,,ITEAM
  BRAITINERRIBEIRO,ACTIVE                              ,2025-08-03-19.51.46.000000,,LUIZFELIPE
  BRAITINERRIBEIRO,INACTIVE                            ,2025-10-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRAULIOSILVA,ACTIVE                              ,2020-04-02-08.49.23.000000,,MAXADOOG
  BRAULIOSILVA,INACTIVE                            ,2022-09-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRAULIOSILVA,ACTIVE                              ,2020-12-18-03.59.03.000000,,MAXADMIN
  BRAULIOSILVA,BLOCKED                             ,2020-08-26-04.41.22.000000,,MAXADMIN
  BRAULIOSILVA,ACTIVE                              ,2020-12-18-02.59.03.000000,,MAXADMIN
  BRAULIOSILVA,ACTIVE                              ,2020-12-18-02.29.03.000000,,MAXADMIN
  BRAULIOSILVA,ACTIVE                              ,2020-12-23-03.59.42.000000,,MAXADMIN
  BRAULIOSILVA,BLOCKED                             ,2020-12-18-02.26.50.000000,,MAXADMIN
  BRAULIOSILVA,ACTIVE                              ,2020-08-26-04.49.05.000000,,MAXADMIN
  BRAULIOSILVA,BLOCKED                             ,2020-12-23-03.58.28.000000,,MAXADMIN
  BRAULIOSILVA,BLOCKED                             ,2020-12-18-03.49.10.000000,,MAXADMIN
  BRAULIOSILVA,BLOCKED                             ,2020-12-18-02.58.09.000000,,MAXADMIN
  BRAYANDASILVA,NEWREG                              ,2026-03-09-19.37.03.161000,,MAXADMIN
  BRENNOSANTANNA,NEWREG                              ,2025-01-04-07.23.36.000000,,MAXADMIN
  BRENNOSANTANNA,INACTIVE                            ,2025-02-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRENNOSANTANNA,ACTIVE                              ,2025-01-04-07.24.07.000000,,LUIZFELIPE
  BRENODIAS,INACTIVE                            ,2024-11-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRENODIAS,ACTIVE                              ,2024-09-25-16.26.30.000000,,ITEAM
  BRENOLUIZ,INACTIVE                            ,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRENOLUIZ,ACTIVE                              ,2023-12-16-06.12.53.000000,,HELPDESK
  BRENOLUIZ,ACTIVE                              ,2023-10-26-14.24.38.000000,,ITEAM
  BRENOLUIZ,INACTIVE                            ,2024-05-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRENOLUIZ,ACTIVE                              ,2025-02-11-17.25.36.000000,Ticket#2025021129000956 — Reset de senha Maximo,HELPDESK
  BRENOLUIZ,INACTIVE                            ,2025-02-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRENOLUIZ,ACTIVE                              ,2024-06-24-13.36.41.000000,,HELPDESK
  BRENOLUIZ,ACTIVE                              ,2025-05-28-16.37.13.000000,2025052829000544,HELPDESK
  BRENOLUIZ,INACTIVE                            ,2025-10-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRENOLUIZ,INACTIVE                            ,2025-05-02-11.57.24.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRENOOLIVEIRA,ACTIVE                              ,2025-02-12-13.32.45.000000,,ITEAM
  BRENOOLIVEIRA,ACTIVE                              ,2025-08-08-08.41.12.000000,,MAXADMIN
  BRENOOLIVEIRA,BLOCKED                             ,2025-08-08-08.32.32.000000,,MAXADMIN
  BRENOSANTANA,NEWREG                              ,2026-06-08-06.52.43.959000,,MAXADMIN
  BRENOSANTANA,ACTIVE                              ,2026-06-08-06.53.17.654000,,RENATOSOARES
  BRENOSOARES,NEWREG                              ,2025-02-10-12.58.57.000000,,MAXADMIN
  BRENOSOARES,ACTIVE                              ,2025-02-10-13.00.16.000000,,RENATOSOARES
  BRENOSOARES,INACTIVE                            ,2025-06-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRIANSCIORTINO,ACTIVE                              ,2013-12-05-12.05.39.000000,,MAXADMIN
  BRIANSCIORTINO,INACTIVE                            ,2016-06-21-14.06.15.000000,SR94712 - Inactive User,JULINECAETANO
  BRUCEGROVE,ACTIVE                              ,2013-12-06-15.40.45.000000,,MAXADMIN
  BRUCEGROVE,INACTIVE                            ,2018-08-21-14.38.27.000000,Ticket#015975 —  Desligamento - 15/08/2018,JULINECAETANO
  BRUNAFERREIRA,ACTIVE                              ,2025-05-02-10.28.34.000000,,ITEAM
  BRUNAFERREIRA,INACTIVE                            ,2025-06-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNAGUIMARAES,NEWREG                              ,2024-01-16-13.02.58.000000,,MAXADMIN
  BRUNAGUIMARAES,ACTIVE                              ,2024-01-16-13.03.32.000000,,RAPHAELBARBOSA
  BRUNAGUIMARAES,INACTIVE                            ,2024-02-02-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  BRUNAPRATA,NEWREG                              ,2025-01-25-19.38.17.000000,,MAXADMIN
  BRUNAPRATA,ACTIVE                              ,2025-01-25-19.39.34.000000,,LUIZFELIPE
  BRUNAPRATA,INACTIVE                            ,2026-06-01-07.45.02.174000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNAPRATA,ACTIVE                              ,2026-06-13-18.31.29.897000,,LUIZFELIPE
  BRUNELLYCORREIA,NEWREG                              ,2024-01-24-16.59.31.000000,,MAXADMIN
  BRUNELLYCORREIA,INACTIVE                            ,2024-03-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNELLYCORREIA,ACTIVE                              ,2024-01-24-17.00.17.000000,,RAPHAELBARBOSA
  BRUNOARAUJO,INACTIVE                            ,2020-03-11-11.11.44.000000,usuario sem acesso ao sistema nos ultimos seis meses,MAXADOOG
  BRUNOARAUJO,ACTIVE                              ,2024-03-28-17.29.17.000000,,MAXADOOG
  BRUNOARAUJO,INACTIVE                            ,2024-03-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOARAUJO,ACTIVE                              ,2023-12-18-13.34.41.000000,,HELPDESK
  BRUNOARAUJO,INACTIVE                            ,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOARAUJO,INACTIVE                            ,2021-12-11-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOARAUJO,ACTIVE                              ,2023-10-26-14.10.20.000000,,ITEAM
  BRUNOARAUJO,ACTIVE                              ,2021-10-21-16.31.47.000000,Ticket#0216764 — Acesso ao MAXIMO,ITEAM
  BRUNOARAUJO,ACTIVE                              ,2019-02-28-13.49.39.000000,,THIAGOFROES
  BRUNOARAUJO,BLOCKED                             ,2025-05-23-04.02.32.000000,,MAXADMIN
  BRUNOARAUJO,ACTIVE                              ,2025-05-23-04.08.58.000000,,MAXADMIN
  BRUNOAZEVEDO,ACTIVE                              ,2023-12-23-14.18.49.000000,,RAPHAELBARBOSA
  BRUNOAZEVEDO,NEWREG                              ,2023-12-23-14.17.54.000000,,MAXADMIN
  BRUNOAZEVEDO,INACTIVE                            ,2024-01-07-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  BRUNOCONTARINE,INACTIVE                            ,2025-04-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOCONTARINE,ACTIVE                              ,2025-01-08-19.37.22.000000,,RENATOSOARES
  BRUNOCONTARINE,NEWREG                              ,2025-01-08-19.36.50.000000,,MAXADMIN
  BRUNOCOSTA,ACTIVE                              ,2015-08-04-11.17.25.000000,,MAXADMIN
  BRUNOCOSTA,INACTIVE                            ,2018-04-09-08.59.35.000000,Usuario transferido para a N06.,MAXADOOG
  BRUNOCOSTA,ACTIVE                              ,2023-04-26-08.45.23.000000,,MAXADOOG
  BRUNOCOSTA,ACTIVE                              ,2023-04-20-09.32.09.000000,Ticket#0289354 — Acesso novo OST ODN1,ITEAM
  BRUNOCOSTA,INACTIVE                            ,2023-04-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOCOSTA,ACTIVE                              ,2019-05-13-17.16.27.000000,Ticket#081255 — Acesso ao Maximo,THIAGOFROES
  BRUNOCOSTA,INACTIVE                            ,2020-03-11-11.11.44.000000,usuario sem acesso ao sistema nos ultimos seis meses,MAXADOOG
  BRUNOCOSTA,INACTIVE                            ,2025-04-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOCOUTINHO,NEWREG                              ,2024-01-12-14.55.19.000000,,MAXADMIN
  BRUNOCOUTINHO,INACTIVE                            ,2024-01-31-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  BRUNOCOUTINHO,ACTIVE                              ,2024-01-12-14.55.47.000000,,RAPHAELBARBOSA
  BRUNOCRAMOS,NEWREG                              ,2026-05-17-20.10.15.529000,,MAXADMIN
  BRUNOCRAMOS,INACTIVE                            ,2026-07-07-07.45.01.401000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOCRAMOS,ACTIVE                              ,2026-05-17-20.12.08.086000,,LUIZFELIPE
  BRUNODEANDRADE,INACTIVE                            ,2025-11-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNODEANDRADE,NEWREG                              ,2025-09-18-21.16.13.000000,,ITEAM
  BRUNODEANDRADE,ACTIVE                              ,2025-09-18-21.18.49.000000,,RENATOSOARES
  BRUNODIAS,INACTIVE                            ,2025-04-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNODIAS,ACTIVE                              ,2025-01-10-17.37.31.000000,,ITEAM
  BRUNOFSILVA,BLOCKED                             ,2023-10-05-18.58.17.000000,,MAXADMIN
  BRUNOFSILVA,ACTIVE                              ,2023-10-05-19.01.57.000000,,MAXADMIN
  BRUNOFSILVA,ACTIVE                              ,2023-03-21-14.23.45.000000,,MAXADMIN
  BRUNOFSILVA,BLOCKED                             ,2023-03-21-14.16.50.000000,,MAXADMIN
  BRUNOFSILVA,ACTIVE                              ,2023-03-20-11.06.06.000000,,ITEAM
  BRUNOKATO,INACTIVE                            ,2020-03-11-11.11.44.000000,usuario sem acesso ao sistema nos ultimos seis meses,MAXADOOG
  BRUNOKATO,ACTIVE                              ,2018-07-25-15.11.51.000000,,JULINECAETANO
  BRUNOMELLO,ACTIVE                              ,2024-06-12-20.34.33.000000,,RAPHAELBARBOSA
  BRUNOMELLO,INACTIVE                            ,2024-08-11-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOMELLO,NEWREG                              ,2024-06-12-20.33.40.000000,,MAXADMIN
  BRUNOMOALLEM,ACTIVE                              ,2023-07-11-13.31.22.000000,,ITEAM
  BRUNOMOALLEM,INACTIVE                            ,2023-10-20-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOMSILVA,NEWREG                              ,2026-01-26-19.37.58.769000,,ITEAM
  BRUNOMSILVA,INACTIVE                            ,2026-04-21-07.45.01.456000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOMSILVA,ACTIVE                              ,2026-01-26-19.39.32.438000,,LUIZFELIPE
  BRUNONETO,NEWREG                              ,2023-12-17-10.28.38.000000,,MAXADMIN
  BRUNONETO,ACTIVE                              ,2023-12-17-10.29.08.000000,,RAPHAELBARBOSA
  BRUNONETO,INACTIVE                            ,2024-02-06-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOOLIVEIRA,INACTIVE                            ,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOOLIVEIRA,ACTIVE                              ,2024-01-26-08.14.05.000000,,MAXADMIN
  BRUNOOLIVEIRA,ACTIVE                              ,2023-12-22-09.47.39.000000,Ticket#0331961 — Acesso ao maximo,ITEAM
  BRUNOOLIVEIRA,BLOCKED                             ,2024-01-26-08.13.49.000000,,MAXADMIN
  BRUNOOLIVEIRA,ACTIVE                              ,2023-10-26-14.25.06.000000,,ITEAM
  BRUNOOLIVEIRA,ACTIVE                              ,2024-11-25-13.50.19.000000,,MAXADMIN
  BRUNOOLIVEIRA,ACTIVE                              ,2025-04-14-10.00.41.000000,,MAXADMIN
  BRUNOOLIVEIRA,BLOCKED                             ,2025-04-14-09.59.49.000000,,MAXADMIN
  BRUNOOLIVEIRA,BLOCKED                             ,2024-11-25-13.43.56.000000,,MAXADMIN
  BRUNOOLIVEIRA,ACTIVE                              ,2024-12-19-21.07.01.000000,,MAXADMIN
  BRUNOOLIVEIRA,BLOCKED                             ,2024-12-19-21.04.24.000000,,MAXADMIN
  BRUNOPEDROSA,ACTIVE                              ,2025-04-16-07.00.41.000000,,MAXADMIN
  BRUNOPEDROSA,BLOCKED                             ,2025-04-16-06.55.39.000000,,MAXADMIN
  BRUNOPEDROSA,ACTIVE                              ,2025-04-14-11.09.49.000000,,ITEAM
  BRUNOPEIXOTO,NEWREG                              ,2026-06-20-19.40.44.328000,,MAXADMIN
  BRUNOPEIXOTO,ACTIVE                              ,2026-06-20-19.41.09.906000,,LUIZFELIPE
  BRUNOPEREIRAA,NEWREG                              ,2024-04-26-19.41.33.000000,,MAXADMIN
  BRUNOPEREIRAA,ACTIVE                              ,2024-04-26-19.42.05.000000,,RAPHAELBARBOSA
  BRUNOPEREIRAA,INACTIVE                            ,2024-07-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOPEREIRAA,INACTIVE                            ,2024-07-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOPEREIRAA,ACTIVE                              ,2024-07-20-15.10.37.000000,0366650,HELPDESK
  BRUNOPORTO,NEWREG                              ,2023-12-15-21.41.15.000000,,MAXADMIN
  BRUNOPORTO,INACTIVE                            ,2024-04-07-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOPORTO,INACTIVE                            ,2024-06-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOPORTO,ACTIVE                              ,2024-04-13-07.07.39.000000,,HELPDESK
  BRUNOPORTO,ACTIVE                              ,2024-02-17-08.23.32.000000,Ticket#0341005,HELPDESK
  BRUNOPORTO,INACTIVE                            ,2024-02-05-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNOPORTO,ACTIVE                              ,2023-12-15-21.42.07.000000,,LUIZFELIPE
  BRUNORANGELL,NEWREG                              ,2025-10-20-07.58.18.000000,,ITEAM
  BRUNORANGELL,INACTIVE                            ,2026-03-26-07.45.02.190000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNORANGELL,ACTIVE                              ,2025-10-20-07.58.53.000000,,RENATOSOARES
  BRUNORMACHADO,NEWREG                              ,2023-12-20-13.43.29.000000,,MAXADMIN
  BRUNORMACHADO,INACTIVE                            ,2024-02-09-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  BRUNORMACHADO,ACTIVE                              ,2023-12-20-13.44.18.000000,,RAPHAELBARBOSA
  BRUNOROBERTO,ACTIVE                              ,2017-05-11-07.36.02.000000,,JULINECAETANO
  BRUNOROBERTO,ACTIVE                              ,2023-10-07-18.47.54.000000,,HELPDESK
  BRUNOROBERTO,ACTIVE                              ,2023-06-22-20.16.34.000000,,MAXADOOG
