IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AAMEDEIROS,NEWREG                              ,2024-06-10-09.34.18.000000,,MAXADMIN
  FERNANDOCARLOS,NEWREG                              ,2025-01-13-10.55.23.000000,,MAXADMIN
  FERNANDOFLORENTINO,NEWREG                              ,2024-12-23-10.11.35.000000,,MAXADMIN
  FERNANDOFLORENTINO,INACTIVE                            ,2025-02-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FERNANDOFLORENTINO,ACTIVE                              ,2024-12-23-10.12.06.000000,,FELIPEPAIXAO
  FERNANDOFREITAS,INACTIVE                            ,2024-11-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FERNANDOFREITAS,ACTIVE                              ,2024-10-05-09.52.54.000000,,SINVALJUNIOR
  FERNANDOFREITAS,NEWREG                              ,2024-10-05-09.50.51.000000,,MAXADMIN
  FERNANDOGOYANO,ACTIVE                              ,2017-07-17-14.09.39.000000,,MAXADMIN
  FERNANDOGOYANO,INACTIVE                            ,2018-09-03-09.43.51.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
  FERNANDOHOLANDA,ACTIVE                              ,2014-03-25-14.48.33.000000,,MAXADMIN
  FERNANDOHOLANDA,ACTIVE                              ,2017-03-18-19.09.49.000000,,HELPDESK
  FERNANDOHOLANDA,BLOCKED                             ,2017-03-18-11.13.15.000000,,MAXADMIN
  FERNANDOHOLANDA,INACTIVE                            ,2019-04-11-15.44.12.000000,Ticket#077694 — Emissão de Rescisão Contratual - FERNANDO ANTONIO HOLANDA RAMOS,THIAGOFROES
  FERNANDOHOLANDA,ACTIVE                              ,2019-02-22-13.43.54.000000,Ticket#072737 — Acesso ao Sistema Maximo,THIAGOFROES
  FERNANDOHOLANDA,INACTIVE                            ,2019-01-25-16.39.08.000000,Inativando usuarios que nao acessaram nos ultimos seis meses,MAXADOOG
  FERNANDOJIMENEZBARRETO,NEWREG                              ,2024-07-27-15.09.49.000000,,MAXADMIN
  FERNANDOJIMENEZBARRETO,INACTIVE                            ,2024-09-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FERNANDOJIMENEZBARRETO,ACTIVE                              ,2024-07-27-15.10.15.000000,,FELIPEPAIXAO
  FERNANDOMARTINS,INACTIVE                            ,2025-06-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FERNANDOMARTINS,ACTIVE                              ,2025-04-14-10.10.20.000000,,ITEAM
  FERNANDOMARTINS,INACTIVE                            ,2025-09-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FERNANDOMARTINS,ACTIVE                              ,2025-09-08-11.23.57.000000,Ticket#2025090729000031 — SISTEMA MAXIMO ODN2 - TUTOR ELCIO/DAVI/FERNANDO,ITEAM
  FERNANDOMONTEIRO,ACTIVE                              ,2024-07-26-14.36.53.000000,,FELIPEPAIXAO
  FERNANDOMONTEIRO,NEWREG                              ,2024-07-26-14.35.57.000000,,MAXADMIN
  FERNANDOMONTEIRO,INACTIVE                            ,2024-09-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FERNANDOSALVIA,ACTIVE                              ,2017-11-27-18.10.32.000000,,MAXADMIN
  FERNANDOSALVIA,INACTIVE                            ,2019-01-25-16.39.08.000000,Inativando usuarios que nao acessaram nos ultimos seis meses,MAXADOOG
  FERNANDOSANTANA,NEWREG                              ,2024-10-10-14.15.49.000000,,MAXADMIN
  FERNANDOSANTANA,ACTIVE                              ,2024-10-10-14.16.33.000000,,SINVALJUNIOR
  FERNANDOSANTANA,INACTIVE                            ,2024-10-24-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  FERREIRAAMOS,INACTIVE                            ,2024-01-14-00.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  FERREIRAAMOS,ACTIVE                              ,2024-01-06-21.56.33.000000,,SINVALJUNIOR
  FERREIRAAMOS,NEWREG                              ,2024-01-06-20.30.38.000000,,MAXADMIN
  FERREIRAFABIO,NEWREG                              ,2025-03-18-14.26.12.000000,,MAXADMIN
  FERREIRAFABIO,INACTIVE                            ,2025-05-11-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FERREIRAFABIO,ACTIVE                              ,2025-03-18-14.27.31.000000,,FELIPEPAIXAO
  FERREIRARODRIGUES,NEWREG                              ,2024-04-12-06.22.25.000000,,MAXADMIN
  FERREIRARODRIGUESS,INACTIVE                            ,2024-06-02-14.47.43.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FERREIRARODRIGUESS,ACTIVE                              ,2024-04-12-06.31.26.000000,,FELIPEPAIXAO
  FERREIRARODRIGUESS,BLOCKED                             ,2024-04-12-06.37.02.000000,,MAXADMIN
  FERREIRARODRIGUESS,NEWREG                              ,2024-04-12-06.30.46.000000,,MAXADMIN
  FERREIRARODRIGUESS,ACTIVE                              ,2024-04-12-06.43.16.000000,,MAXADMIN
  FERREIRARRODRIGUES,NEWREG                              ,2024-04-12-06.26.24.000000,,MAXADMIN
  FGPEREIRA,ACTIVE                              ,2024-06-11-07.00.28.000000,,SINVALJUNIOR
  FGPEREIRA,INACTIVE                            ,2024-08-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FGPEREIRA,NEWREG                              ,2024-06-11-07.00.05.000000,,MAXADMIN
  FGSANTOSS,NEWREG                              ,2024-01-20-10.23.58.000000,,MAXADMIN
  FGSANTOSS,INACTIVE                            ,2024-03-11-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FGSANTOSS,ACTIVE                              ,2024-01-20-10.24.37.000000,,FELIPEPAIXAO
  FHILIPERANGEL,ACTIVE                              ,2025-04-20-10.56.02.000000,,SINVALJUNIOR
  FHILIPERANGEL,INACTIVE                            ,2025-06-28-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  FHILIPERANGEL,NEWREG                              ,2025-04-20-10.55.19.000000,,MAXADMIN
  FILHOJOAAOO,ACTIVE                              ,2025-05-24-09.51.30.000000,,SINVALJUNIOR
  FILHOJOAAOO,INACTIVE                            ,2025-06-29-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  FILHOJOAAOO,NEWREG                              ,2025-05-24-09.50.53.000000,,ITEAM
  FILIPEAGLIO,NEWREG                              ,2024-01-13-16.06.47.000000,,MAXADMIN
  FILIPEAGLIO,INACTIVE                            ,2024-01-28-00.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  FILIPEAGLIO,ACTIVE                              ,2024-01-13-16.36.30.000000,,FELIPEPAIXAO
  FILIPEMAERSK,NEWREG                              ,2025-03-11-14.54.02.000000,,MAXADMIN
  FILIPEMAERSK,INACTIVE                            ,2025-05-06-19.58.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FILIPEMAERSK,ACTIVE                              ,2025-03-11-14.55.40.000000,,FELIPEPAIXAO
  FILIPERABELLO,NEWREG                              ,2024-06-26-13.08.28.000000,,MAXADMIN
  FILIPERABELLO,INACTIVE                            ,2024-08-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FILIPERABELLO,ACTIVE                              ,2024-06-26-13.08.58.000000,,SINVALJUNIOR
  FLAVIAMIRELLA,ACTIVE                              ,2024-08-31-20.10.21.000000,,FELIPEPAIXAO
  FLAVIAMIRELLA,INACTIVE                            ,2024-10-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FLAVIAMIRELLA,NEWREG                              ,2024-08-31-20.09.47.000000,,MAXADMIN
  FLAVIARIBEIRO,ACTIVE                              ,2025-09-02-10.03.16.000000,,ITEAM
  FLAVIARIBEIRO,INACTIVE                            ,2026-03-26-07.45.00.861000,Usuario inativo por mais de 50 dias,MAXADMIN
  FLAVIARIBEIRO,ACTIVE                              ,2026-01-13-11.59.46.714000,Ticket#2026011329000612,HELPDESK
  FLAVIARIBEIRO,INACTIVE                            ,2025-11-08-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FLAVIARIBEIRO,INACTIVE                            ,2025-10-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FLAVIARIBEIRO,ACTIVE                              ,2025-11-07-10.45.36.000000,Ticket#2025110729000198 — Acesso aos ambientes da Frota,ITEAM
  FLAVIOARAUJO,NEWREG                              ,2025-02-15-17.55.24.000000,,MAXADMIN
  FLAVIOARAUJO,INACTIVE                            ,2025-05-06-19.58.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FLAVIOARAUJO,ACTIVE                              ,2025-02-15-18.03.03.000000,,FELIPEPAIXAO
  FLAVIOASANTO,NEWREG                              ,2026-03-15-19.45.56.194000,,MAXADMIN
  FLAVIOASANTO,INACTIVE                            ,2026-05-05-07.45.01.449000,Usuario inativo por mais de 50 dias,MAXADMIN
  FLAVIOASANTO,ACTIVE                              ,2026-03-15-19.56.47.322000,,MAXADMIN
  FLAVIOASANTO,BLOCKED                             ,2026-03-15-19.51.47.723000,,MAXADMIN
  FLAVIOASANTO,ACTIVE                              ,2026-03-15-19.46.27.565000,,FELIPEPAIXAO
  FLAVIOFIALHO,ACTIVE                              ,2018-05-11-08.11.55.000000,,JULINECAETANO
  FLAVIOFIALHO,INACTIVE                            ,2019-01-25-16.39.08.000000,Inativando usuarios que nao acessaram nos ultimos seis meses,MAXADOOG
  FLAVIOFONSECA,ACTIVE                              ,2014-03-25-14.38.37.000000,,MAXADMIN
  FLAVIOFONSECA,INACTIVE                            ,2017-03-20-15.37.45.000000,Saneamento usuários março/17,MAXADOOG
  FLAVIOFONSECA,ACTIVE                              ,2017-05-09-09.28.52.000000,IR123092,MAXADOOG
  FLAVIOFONSECA,INACTIVE                            ,2023-12-06-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FLAVIOJUNIOR,ACTIVE                              ,2014-03-26-09.44.59.000000,,MAXADMIN
  FLAVIOJUNIOR,INACTIVE                            ,2017-06-26-12.05.59.000000,,MAXADOOG
  FLAVIOLR,NEWREG                              ,2025-12-30-08.14.11.191000,,ITEAM
  FLAVIOLR,INACTIVE                            ,2026-01-18-01.00.02.334000,Automatic Inativate expired user access,MAXADMIN
  FLAVIOLR,ACTIVE                              ,2025-12-30-08.20.15.411000,,SINVALJUNIOR
  FLAVIOPADILHA,ACTIVE                              ,2014-04-03-11.05.11.000000,,MAXADMIN
  FLAVIOPADILHA,BLOCKED                             ,2018-05-06-14.39.24.000000,,MAXADMIN
  FLAVIOPADILHA,BLOCKED                             ,2017-09-22-02.40.23.000000,,MAXADMIN
  FLAVIOPADILHA,INACTIVE                            ,2018-08-17-08.09.55.000000,Ticket#015358 — Processo de desligamento-13/08/18,MAXADMIN
  FLAVIOPADILHA,ACTIVE                              ,2017-09-23-18.48.13.000000,,HELPDESK
  FLAVIOROQUE,ACTIVE                              ,2025-11-24-12.28.20.000000,,FELIPEPAIXAO
  FLAVIOROQUE,INACTIVE                            ,2025-12-16-01.00.01.716000,Automatic Inativate expired user access,MAXADMIN
  FLAVIOROQUE,NEWREG                              ,2025-11-24-12.25.28.000000,,ITEAM
  FLAVIOSANTO,NEWREG                              ,2025-02-15-17.57.06.000000,,MAXADMIN
  FLORISVALDOCRUZ,NEWREG                              ,2024-09-29-05.52.45.000000,,MAXADMIN
  FLORISVALDOCRUZ,ACTIVE                              ,2024-09-29-05.55.54.000000,,FELIPEPAIXAO
  FLORISVALDOCRUZ,INACTIVE                            ,2024-12-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FMAZEVEDO,NEWREG                              ,2024-06-15-18.01.58.000000,,MAXADMIN
  FMAZEVEDO,INACTIVE                            ,2024-08-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FMAZEVEDO,ACTIVE                              ,2024-06-15-18.02.49.000000,,SINVALJUNIOR
  FMOURA,ACTIVE                              ,2024-08-12-18.35.03.000000,,SINVALJUNIOR
  FMOURA,INACTIVE                            ,2024-10-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FMOURA,NEWREG                              ,2024-08-12-18.30.44.000000,,MAXADMIN
  FRANCIELEPASSONI,NEWREG                              ,2024-03-28-09.17.31.000000,,MAXADMIN
  FRANCIELEPASSONI,INACTIVE                            ,2024-05-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCIELEPASSONI,ACTIVE                              ,2024-03-28-09.18.47.000000,,SINVALJUNIOR
  FRANCISCOCARVALHAL,ACTIVE                              ,2024-06-27-15.39.58.000000,,ITEAM
  FRANCISCOCARVALHAL,INACTIVE                            ,2024-08-17-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCOCARVALHO,ACTIVE                              ,2025-06-01-08.36.37.000000,,FELIPEPAIXAO
  FRANCISCOCARVALHO,NEWREG                              ,2025-06-01-08.35.23.000000,,ITEAM
  FRANCISCOCARVALHO,INACTIVE                            ,2025-07-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCOJUNIOR,ACTIVE                              ,2021-03-04-11.35.09.000000,,ITEAM
  FRANCISCOJUNIOR,ACTIVE                              ,2024-03-28-15.32.43.000000,348436,HELPDESK
  FRANCISCOJUNIOR,INACTIVE                            ,2024-03-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCOJUNIOR,INACTIVE                            ,2023-10-31-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCOJUNIOR,ACTIVE                              ,2022-12-09-05.18.24.000000,Ticket#0267357,HELPDESK
  FRANCISCOJUNIOR,ACTIVE                              ,2023-11-02-21.48.37.000000,0323416,HELPDESK
  FRANCISCOJUNIOR,ACTIVE                              ,2022-10-24-07.31.57.000000,Ticket#0262058,ITEAM
  FRANCISCOJUNIOR,INACTIVE                            ,2022-08-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCOJUNIOR,INACTIVE                            ,2022-12-08-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCOJUNIOR,ACTIVE                              ,2021-10-18-10.09.42.000000,,ITEAM
  FRANCISCOJUNIOR,INACTIVE                            ,2021-08-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCOMENDON,ACTIVE                              ,2026-05-19-15.48.40.397000,,ITEAM
  FRANCISCOMENEZES,ACTIVE                              ,2025-11-25-10.01.33.000000,,FELIPEPAIXAO
  FRANCISCOMENEZES,INACTIVE                            ,2025-12-31-01.00.02.038000,Automatic Inativate expired user access,MAXADMIN
  FRANCISCOMENEZES,NEWREG                              ,2025-11-25-10.00.21.000000,,ITEAM
  FRANCISCORENATO,ACTIVE                              ,2022-10-10-12.25.15.000000,,ITEAM
  FRANCISCORENATO,INACTIVE                            ,2024-01-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCORENATO,ACTIVE                              ,2022-10-21-20.30.25.000000,,MAXADMIN
  FRANCISCORENATO,BLOCKED                             ,2022-10-21-20.28.02.000000,,MAXADMIN
  FRANCISCORICARDO,INACTIVE                            ,2024-09-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCORICARDO,ACTIVE                              ,2024-07-20-09.56.12.000000,,SINVALJUNIOR
  FRANCISCORICARDO,NEWREG                              ,2024-07-20-09.55.39.000000,,MAXADMIN
  FRANCISCOSARAIVA,ACTIVE                              ,2024-02-13-17.25.12.000000,,FELIPEPAIXAO
  FRANCISCOSARAIVA,INACTIVE                            ,2024-05-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISCOSARAIVA,NEWREG                              ,2024-02-13-17.17.20.000000,,MAXADMIN
  FRANCISLEIS,NEWREG                              ,2025-05-31-16.07.02.000000,,ITEAM
  FRANCISLEIS,ACTIVE                              ,2025-09-03-06.25.32.000000,,FELIPEPAIXAO
  FRANCISLEIS,INACTIVE                            ,2025-09-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISLEISOARES,ACTIVE                              ,2025-06-02-07.53.50.000000,,FELIPEPAIXAO
  FRANCISLEISOARES,INACTIVE                            ,2025-07-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FRANCISLEISOARES,NEWREG                              ,2025-06-02-07.51.31.000000,,ITEAM
  FRANCISRIBEIRO,ACTIVE                              ,2017-09-25-14.27.57.000000,,PAULOPARREIRA
  FRANCISRIBEIRO,INACTIVE                            ,2019-09-06-15.47.27.000000,,MAXADOOG
  FRAUL,NEWREG                              ,2025-11-23-08.46.08.000000,,ITEAM
  FRAUL,ACTIVE                              ,2025-11-23-08.49.37.000000,,FELIPEPAIXAO
  FRAUL,INACTIVE                            ,2025-12-04-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  FREDERICODOSSANTOS,ACTIVE                              ,2025-10-21-11.29.50.000000,,FELIPEPAIXAO
  FREDERICODOSSANTOS,NEWREG                              ,2025-10-21-11.29.06.000000,,ITEAM
  FREDERICODOSSANTOS,INACTIVE                            ,2026-03-26-07.45.00.598000,Usuario inativo por mais de 50 dias,MAXADMIN
  FREDERICOMACHADO,NEWREG                              ,2024-06-28-11.10.28.000000,,MAXADMIN
  FREDERICOMACHADO,INACTIVE                            ,2024-08-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FREDERICOMACHADO,ACTIVE                              ,2024-06-28-11.11.07.000000,,FELIPEPAIXAO
  FREDERICOMORAES,ACTIVE                              ,2014-04-03-10.34.59.000000,,MAXADMIN
  FREDERICOPOMPEU,ACTIVE                              ,2014-08-28-11.23.24.000000,,MAXADMIN
  FREDERICOPOMPEU,INACTIVE                            ,2019-08-14-18.24.22.000000,Ticket#092340 — Desligamento - FREDERICO KUHL POMPEU,THIAGOFROES
  FREDERICOSILVA,ACTIVE                              ,2014-03-26-11.54.10.000000,,MAXADMIN
  FREDERICOSILVA,INACTIVE                            ,2016-12-01-11.44.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  FREDIENASCIMENTO,NEWREG                              ,2024-07-08-14.03.37.000000,,MAXADMIN
  FREDIENASCIMENTO,INACTIVE                            ,2024-10-01-16.32.33.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FREDIENASCIMENTO,ACTIVE                              ,2024-07-08-14.06.47.000000,,FELIPEPAIXAO
  FREDVIEIRA,NEWREG                              ,2024-09-21-15.49.21.000000,,MAXADMIN
  FREDVIEIRA,INACTIVE                            ,2024-11-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FREDVIEIRA,ACTIVE                              ,2024-09-22-09.25.40.000000,,MAXADMIN
  FREDVIEIRA,BLOCKED                             ,2024-09-22-09.20.29.000000,,MAXADMIN
  FREDVIEIRA,ACTIVE                              ,2024-09-21-15.49.55.000000,,FELIPEPAIXAO
