IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AANDREZACSANTOS,NEWREG                              ,2025-03-26-18.07.08.000000,,MAXADMIN
  DEYVISONFERREIRA,ACTIVE                              ,2024-02-18-18.00.57.000000,,MAXADMIN
  DEYVISONFERREIRA,BLOCKED                             ,2024-02-18-17.52.36.000000,,MAXADMIN
  DEYVISONFERREIRA,ACTIVE                              ,2024-01-23-19.47.57.000000,,MAXADMIN
  DEYVISONFERREIRA,ACTIVE                              ,2024-01-23-19.37.57.000000,,MAXADMIN
  DEYVISONFERREIRA,BLOCKED                             ,2024-03-18-18.40.56.000000,,MAXADMIN
  DEYVISONFERREIRA,BLOCKED                             ,2024-01-23-19.35.52.000000,,MAXADMIN
  DEYVISONFERREIRA,ACTIVE                              ,2024-03-18-18.48.28.000000,Ticket#0346644 — Reset de senha Maximo,HELPDESK
  DEYVISONFERREIRA,ACTIVE                              ,2024-03-18-05.30.06.000000,,MAXADMIN
  DEYVISONFERREIRA,ACTIVE                              ,2024-02-19-17.20.57.000000,,MAXADMIN
  DEYVISONFERREIRA,BLOCKED                             ,2024-01-23-19.43.24.000000,,MAXADMIN
  DEYVISONFERREIRA,BLOCKED                             ,2024-03-18-05.22.15.000000,,MAXADMIN
  DEYVISONFERREIRA,ACTIVE                              ,2024-01-02-18.41.37.000000,,MAXADOOG
  DEYVISONFERREIRA,INACTIVE                            ,2025-08-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DEYVISONFERREIRA,ACTIVE                              ,2025-09-07-09.37.46.000000,2025090729000059,HELPDESK
  DFIDELIS,NEWREG                              ,2026-02-19-19.19.38.697000,,ITEAM
  DFIDELIS,INACTIVE                            ,2026-04-11-07.45.01.672000,Usuario inativo por mais de 50 dias,MAXADMIN
  DFIDELIS,ACTIVE                              ,2026-02-19-19.42.04.808000,,CAROLINABRAGA
  DGOMES,ACTIVE                              ,2025-07-21-07.11.28.000000,,SOCRATESREIS
  DGOMES,INACTIVE                            ,2026-04-08-10.55.13.551000,Usuario inativo por mais de 50 dias,MAXADMIN
  DGOMES,ACTIVE                              ,2026-01-28-09.35.07.737000,,MAXADOOG
  DGOMES,INACTIVE                            ,2025-09-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DGOMES,NEWREG                              ,2025-07-21-07.10.41.000000,,ITEAM
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2014-03-07-17.58.07.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2017-08-09-10.21.33.000000,,MAXADOOG
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2024-04-12-05.55.20.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,BLOCKED                             ,2024-04-12-05.45.28.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2022-04-24-08.41.45.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,BLOCKED                             ,2022-04-24-08.37.53.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2020-03-30-14.01.24.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,BLOCKED                             ,2020-03-30-13.57.56.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,INACTIVE                            ,2021-08-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2022-02-16-12.51.55.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,BLOCKED                             ,2022-02-16-12.42.08.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2021-11-05-09.17.33.000000,,ITEAM
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2021-12-25-12.17.23.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,BLOCKED                             ,2021-12-25-12.12.19.000000,,MAXADMIN
  DHINAKARANUTHIRAKODI,INACTIVE                            ,2026-06-02-07.45.01.940000,Usuario inativo por mais de 50 dias,MAXADMIN
  DHINAKARANUTHIRAKODI,ACTIVE                              ,2026-06-16-07.54.40.933000,2026061629000045,HELPDESK
  DHONATANTEIXEIRA,INACTIVE                            ,2025-01-31-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DHONATANTEIXEIRA,ACTIVE                              ,2024-10-31-07.23.06.000000,,SOCRATESREIS
  DHONATANTEIXEIRA,NEWREG                              ,2024-10-31-07.22.19.000000,,MAXADMIN
  DHONATANTEIXEIRA,ACTIVE                              ,2026-01-28-09.35.07.741000,,MAXADOOG
  DHONATANTEIXEIRA,INACTIVE                            ,2026-04-08-10.55.16.830000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOAMORIM,ACTIVE                              ,2026-03-04-15.45.46.726000,,ITEAM
  DIEGOAMORIM,INACTIVE                            ,2026-04-24-07.45.02.049000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOBAZANE,NEWREG                              ,2023-12-10-20.30.04.000000,,MAXADMIN
  DIEGOBAZANE,INACTIVE                            ,2024-01-11-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  DIEGOBAZANE,INACTIVE                            ,2024-03-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOBAZANE,ACTIVE                              ,2024-01-15-19.16.13.000000,,MAXADOOG
  DIEGOBAZANE,ACTIVE                              ,2023-12-10-20.34.16.000000,,SOCRATESREIS
  DIEGOCALVARENGA,INACTIVE                            ,2025-08-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOCALVARENGA,INACTIVE                            ,2026-04-08-10.55.17.663000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOCALVARENGA,ACTIVE                              ,2026-01-28-09.35.07.745000,,MAXADOOG
  DIEGOCALVARENGA,ACTIVE                              ,2025-06-16-16.48.25.000000,,SOCRATESREIS
  DIEGOCALVARENGA,NEWREG                              ,2025-06-16-16.41.54.000000,,ITEAM
  DIEGOCONCEICAO,ACTIVE                              ,2025-09-22-18.16.50.000000,Ticket#2025092229001823,HELPDESK
  DIEGOCONCEICAO,INACTIVE                            ,2025-08-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOCONCEICAO,ACTIVE                              ,2025-06-23-11.21.30.000000,,ITEAM
  DIEGOCONCEICAOCARVALHO,ACTIVE                              ,2024-07-20-15.45.55.000000,,SOCRATESREIS
  DIEGOCONCEICAOCARVALHO,INACTIVE                            ,2024-09-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOCONCEICAOCARVALHO,NEWREG                              ,2024-07-20-15.38.33.000000,,MAXADMIN
  DIEGODASILVA,ACTIVE                              ,2026-02-02-11.04.31.374000,,ITEAM
  DIEGODASILVA,ACTIVE                              ,2026-04-11-08.42.51.634000,,MAXADMIN
  DIEGODASILVA,BLOCKED                             ,2026-04-11-08.35.24.849000,,MAXADMIN
  DIEGOESMITE,ACTIVE                              ,2018-05-08-08.05.24.000000,,JULINECAETANO
  DIEGOESMITE,INACTIVE                            ,2022-08-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOESMITE,ACTIVE                              ,2022-06-30-09.41.19.000000,Ticket#0245378 — Perfil sem acesso,ITEAM
  DIEGOESMITE,BLOCKED                             ,2021-07-07-10.43.00.000000,,MAXADMIN
  DIEGOESMITE,INACTIVE                            ,2020-03-11-10.58.10.000000,Usuario sem acessar os ultimos seis meses,MAXADOOG
  DIEGOESMITE,ACTIVE                              ,2021-07-07-10.43.42.000000,,MAXADMIN
  DIEGOESMITE,INACTIVE                            ,2021-08-03-11.55.37.000000,0208285 — RES: Liberação de acesso Máximo SITE N08 e N09,ITEAM
  DIEGOESMITE,ACTIVE                              ,2021-07-01-11.37.57.000000,,ITEAM
  DIEGOFCOUTINHO,INACTIVE                            ,2025-07-23-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  DIEGOFCOUTINHO,INACTIVE                            ,2026-04-08-10.55.14.913000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOFCOUTINHO,ACTIVE                              ,2026-01-28-09.35.07.750000,,MAXADOOG
  DIEGOFCOUTINHO,ACTIVE                              ,2025-06-25-16.03.07.000000,,SOCRATESREIS
  DIEGOFCOUTINHO,NEWREG                              ,2025-06-25-16.02.36.000000,,ITEAM
  DIEGOFERNANDES,INACTIVE                            ,2025-05-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOFERNANDES,ACTIVE                              ,2025-03-27-12.51.24.000000,,ITEAM
  DIEGOFREITAS,ACTIVE                              ,2022-08-23-06.46.57.000000,,MAXADMIN
  DIEGOFREITAS,INACTIVE                            ,2024-10-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOFREITAS,ACTIVE                              ,2024-01-02-18.59.36.000000,,MAXADOOG
  DIEGOFREITAS,INACTIVE                            ,2023-11-01-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOFREITAS,ACTIVE                              ,2023-10-31-16.13.19.000000,,ITEAM
  DIEGOFREITAS,BLOCKED                             ,2022-08-23-06.38.46.000000,,MAXADMIN
  DIEGOFREITAS,INACTIVE                            ,2023-10-27-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOFREITAS,ACTIVE                              ,2023-10-26-15.29.53.000000,,ITEAM
  DIEGOFREITAS,ACTIVE                              ,2022-07-11-09.15.15.000000,,ITEAM
  DIEGOFREITAS,INACTIVE                            ,2022-10-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOJESUS,NEWREG                              ,2024-06-16-14.45.48.000000,,MAXADMIN
  DIEGOJESUS,INACTIVE                            ,2024-08-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOJESUS,ACTIVE                              ,2024-06-16-14.46.40.000000,,SOCRATESREIS
  DIEGOLCRUZ,ACTIVE                              ,2023-12-17-09.43.01.000000,,MAXADOOG
  DIEGOMACHADO,NEWREG                              ,2026-07-06-02.48.14.531000,,MAXADMIN
  DIEGOMACHADO,ACTIVE                              ,2026-07-06-02.49.04.172000,,CAROLINABRAGA
  DIEGOMEIRELES,NEWREG                              ,2026-03-22-13.50.25.231000,,MAXADMIN
  DIEGOMEIRELES,INACTIVE                            ,2026-06-11-07.45.02.816000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOMEIRELES,ACTIVE                              ,2026-03-22-13.51.59.439000,,SOCRATESREIS
  DIEGOMEIRELES,ACTIVE                              ,2026-06-25-10.02.33.050000,,CAROLINABRAGA
  DIEGOMEIRELES2,NEWREG                              ,2026-06-25-09.51.45.260000,,MAXREG
  DIEGOOTAVIO,INACTIVE                            ,2019-09-06-15.52.34.000000,,MAXADOOG
  DIEGOOTAVIO,ACTIVE                              ,2018-07-27-17.47.57.000000,,MAXADMIN
  DIEGOPACHECO,NEWREG                              ,2026-01-15-09.22.26.406000,,ITEAM
  DIEGOPACHECO,INACTIVE                            ,2026-04-08-10.55.19.701000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOPACHECO,ACTIVE                              ,2026-01-15-09.24.03.156000,,CAROLINABRAGA
  DIEGORAFAELDIAS,NEWREG                              ,2025-12-29-15.00.41.435000,,ITEAM
  DIEGORAFAELDIAS,INACTIVE                            ,2026-04-08-10.55.19.151000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGORAFAELDIAS,ACTIVE                              ,2025-12-30-00.16.56.535000,,SOCRATESREIS
  DIEGOROCHA,ACTIVE                              ,2025-08-19-15.39.10.000000,,ITEAM
  DIEGOSANTOS,ACTIVE                              ,2023-10-31-15.45.22.000000,,ITEAM
  DIEGOSANTOS,ACTIVE                              ,2024-12-30-05.38.13.000000,,MAXADMIN
  DIEGOSANTOS,BLOCKED                             ,2024-12-30-05.34.46.000000,,MAXADMIN
  DIEGOSGIRAO,NEWREG                              ,2024-08-16-09.42.29.000000,,MAXADMIN
  DIEGOSGIRAO,INACTIVE                            ,2024-10-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOSGIRAO,ACTIVE                              ,2024-08-16-09.43.12.000000,,SOCRATESREIS
  DIEGOSILVERIO,NEWREG                              ,2024-05-18-20.21.15.000000,,MAXADMIN
  DIEGOSILVERIO,INACTIVE                            ,2024-10-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOSILVERIO,ACTIVE                              ,2024-05-18-20.22.00.000000,,SOCRATESREIS
  DIEGOSNARCISO,NEWREG                              ,2026-05-02-19.52.37.810000,,MAXADMIN
  DIEGOSNARCISO,INACTIVE                            ,2026-06-22-07.45.01.397000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOSNARCISO,ACTIVE                              ,2026-05-02-19.53.36.035000,,CAROLINABRAGA
  DIEGOSNARCISO,ACTIVE                              ,2026-07-13-06.22.36.790000,,HELPDESK
  DIEGOSOUZA,NEWREG                              ,2023-12-20-14.11.21.000000,,MAXADMIN
  DIEGOSOUZA,NEWREG                              ,2025-01-05-17.05.15.000000,,MAXADMIN
  DIEGOSOUZA,INACTIVE                            ,2024-11-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOSOUZA,ACTIVE                              ,2024-09-10-14.39.39.000000,,MAXADOOG
  DIEGOSOUZA,ACTIVE                              ,2023-12-29-15.27.55.000000,,MAXADMIN
  DIEGOSOUZA,ACTIVE                              ,2023-12-20-14.58.36.000000,,CAROLINABRAGA
  DIEGOSOUZA,INACTIVE                            ,2024-02-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOSOUZA,BLOCKED                             ,2023-12-29-15.21.03.000000,,MAXADMIN
  DIEGOSOUZA,ACTIVE                              ,2026-01-11-07.20.37.542000,,CAROLINABRAGA
  DIEGOSOUZA,INACTIVE                            ,2026-04-08-10.55.12.704000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOVELOSO,BLOCKED                             ,2025-07-21-10.48.13.000000,,MAXADMIN
  DIEGOVELOSO,INACTIVE                            ,2025-09-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOVELOSO,ACTIVE                              ,2025-06-23-13.25.11.000000,,ITEAM
  DIEGOVELOSO,ACTIVE                              ,2025-07-21-10.57.54.000000,,MAXADMIN
  DIEGOVICENTE,ACTIVE                              ,2025-01-07-10.25.02.000000,,ITEAM
  DIEGOVICENTE,INACTIVE                            ,2025-03-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOVICENTE,ACTIVE                              ,2025-03-26-10.19.46.000000,Ticket#2025032629000408 — Reset de senha Maximo,HELPDESK
  DIEGOVICENTE,INACTIVE                            ,2025-05-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOVICENTE,INACTIVE                            ,2026-06-15-07.45.01.342000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOVICENTE,ACTIVE                              ,2026-04-22-08.44.16.190000,Ticket#2026042229000322,HELPDESK
  DIEGOVICENTE,INACTIVE                            ,2026-04-08-10.55.13.684000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIEGOVICENTE,ACTIVE                              ,2026-02-01-07.22.26.123000,Ticket#2026020129000081,HELPDESK
  DIEGOVITORJR,ACTIVE                              ,2024-09-08-15.42.35.000000,,SOCRATESREIS
  DIEGOVITORJR,NEWREG                              ,2024-09-08-15.41.54.000000,,MAXADMIN
  DIEGOVITORJR,INACTIVE                            ,2024-11-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIERIAZEREDO,ACTIVE                              ,2024-09-24-09.30.16.000000,,ITEAM
  DILERMANDORODRIGUES,NEWREG                              ,2025-12-09-06.09.12.218000,,ITEAM
  DILERMANDORODRIGUES,INACTIVE                            ,2026-04-29-07.45.02.174000,Usuario inativo por mais de 50 dias,MAXADMIN
  DILERMANDORODRIGUES,ACTIVE                              ,2025-12-09-06.09.53.771000,,SOCRATESREIS
  DIMASTRAJANO,ACTIVE                              ,2025-05-18-19.12.05.000000,,SOCRATESREIS
  DIMASTRAJANO,NEWREG                              ,2025-05-18-19.11.33.000000,,ITEAM
  DIMASTRAJANO,INACTIVE                            ,2026-04-08-10.55.13.482000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIMASTRAJANO,ACTIVE                              ,2026-01-19-05.43.28.696000,,CAROLINABRAGA
  DIMASTRAJANO,INACTIVE                            ,2026-01-19-01.00.01.931000,Automatic Inativate expired user access,MAXADMIN
  DIMASTRAJANO,ACTIVE                              ,2026-01-18-05.53.00.336000,,CAROLINABRAGA
  DIMASTRAJANO,INACTIVE                            ,2026-01-18-01.00.01.945000,Automatic Inativate expired user access,MAXADMIN
  DIMASTRAJANO,ACTIVE                              ,2026-01-17-04.50.13.397000,,CAROLINABRAGA
  DIMASTRAJANO,INACTIVE                            ,2026-01-16-01.00.01.611000,Automatic Inativate expired user access,MAXADMIN
  DIMASTRAJANO,ACTIVE                              ,2026-01-15-01.55.31.820000,,CAROLINABRAGA
  DIMASTRAJANO,INACTIVE                            ,2026-01-15-01.00.02.723000,Automatic Inativate expired user access,MAXADMIN
  DIMASTRAJANO,ACTIVE                              ,2026-01-14-04.38.49.133000,,CAROLINABRAGA
  DIMASTRAJANO,INACTIVE                            ,2026-01-14-01.00.02.926000,Automatic Inativate expired user access,MAXADMIN
  DIMASTRAJANO,ACTIVE                              ,2026-01-13-06.31.48.588000,,CAROLINABRAGA
  DIMASTRAJANO,INACTIVE                            ,2026-01-13-01.00.01.526000,Automatic Inativate expired user access,MAXADMIN
  DIMASTRAJANO,ACTIVE                              ,2026-01-12-06.22.00.840000,,CAROLINABRAGA
  DIMASTRAJANO,INACTIVE                            ,2026-01-12-01.00.01.843000,Automatic Inativate expired user access,MAXADMIN
  DIMASTRAJANO,ACTIVE                              ,2026-01-11-18.15.42.458000,,CAROLINABRAGA
  DIMASTRAJANO,INACTIVE                            ,2025-11-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIOGENESDEJESUS,ACTIVE                              ,2025-04-08-08.30.04.000000,,CAROLINABRAGA
  DIOGENESDEJESUS,NEWREG                              ,2025-04-08-08.28.25.000000,,MAXADMIN
  DIOGENESDEJESUS,INACTIVE                            ,2025-08-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIOGENESDEJESUS,INACTIVE                            ,2026-04-08-10.55.14.133000,Usuario inativo por mais de 50 dias,MAXADMIN
  DIOGENESDEJESUS,ACTIVE                              ,2026-01-28-09.35.07.754000,,MAXADOOG
