IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AADOSSANTOS,NEWREG                              ,2026-01-26-02.07.47.403000,,ITEAM
  ERODRIGUES,ACTIVE                              ,2024-04-26-15.01.28.000000,,SILVERIOMAIA
  ERODRIGUES,ACTIVE                              ,2024-07-28-18.47.59.000000,,LEONARDOFRANCISCO
  ERVAL,NEWREG                              ,2024-02-06-14.58.11.000000,,MAXADMIN
  ERVAL,INACTIVE                            ,2024-03-28-06.00.24.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERVAL,ACTIVE                              ,2024-02-06-14.59.15.000000,,SILVERIOMAIA
  ERVALVIEIRA,INACTIVE                            ,2024-10-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ERVALVIEIRA,ACTIVE                              ,2024-08-12-16.06.55.000000,,SILVERIOMAIA
  ERVALVIEIRA,NEWREG                              ,2024-06-05-11.31.55.000000,,MAXADMIN
  ESANTOS,NEWREG                              ,2026-05-05-13.36.05.474000,,MAXADMIN
  ESANTOS,ACTIVE                              ,2026-05-05-13.36.45.777000,,LEONARDOFRANCISCO
  ESANTOS,INACTIVE                            ,2026-06-25-07.45.01.681000,Usuario inativo por mais de 50 dias,MAXADMIN
  ESANTOSSILVA,NEWREG                              ,2026-05-14-23.07.24.362000,,MAXADMIN
  ESANTOSSILVA,ACTIVE                              ,2026-05-14-23.07.58.727000,,SILVERIOMAIA
  ESANTOSSILVA,INACTIVE                            ,2026-07-05-07.45.01.276000,Usuario inativo por mais de 50 dias,MAXADMIN
  ESLLENSILVA,ACTIVE                              ,2026-07-03-11.24.07.838000,,ITEAM
  ESLOPES,ACTIVE                              ,2025-10-03-01.00.15.000000,,SILVERIOMAIA
  ESLOPES,ACTIVE                              ,2026-01-14-05.27.48.085000,,LEONARDOFRANCISCO
  ESLOPES,INACTIVE                            ,2026-01-14-01.00.02.036000,Automatic Inativate expired user access,MAXADMIN
  ESLOPES,ACTIVE                              ,2026-01-13-14.36.27.836000,Ticket#2026011229001079 — Reativar acesso MAXIMO,ITEAM
  ESLOPES,INACTIVE                            ,2026-01-13-01.00.02.219000,Automatic Inativate expired user access,MAXADMIN
  ESLOPES,ACTIVE                              ,2026-01-12-18.58.00.222000,,LEONARDOFRANCISCO
  ESLOPES,INACTIVE                            ,2025-12-31-01.00.02.263000,Automatic Inativate expired user access,MAXADMIN
  ESLOPES,NEWREG                              ,2025-10-03-00.59.34.000000,,ITEAM
  ESOUZA,NEWREG                              ,2025-01-04-13.19.41.000000,,MAXADMIN
  ESOUZA,INACTIVE                            ,2025-05-17-19.52.46.000000,,UELITONJUNIOR
  ESTACIOBORGES,INACTIVE                            ,2019-01-25-16.22.20.000000,Inativando usuarios que não acessaram o sistema nos ultimos seis meses,MAXADOOG
  ESTACIOBORGES,ACTIVE                              ,2018-08-31-16.50.47.000000,,MAXADOOG
  EUCIRLEICARVALHO,ACTIVE                              ,2022-07-21-09.29.28.000000,Ticket#0249220 — MCB Eucirlei,ITEAM
  EUCIRLEICARVALHO,INACTIVE                            ,2022-06-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EUCIRLEICARVALHO,ACTIVE                              ,2022-05-02-16.27.51.000000,,ITEAM
  EUCIRLEICARVALHO,INACTIVE                            ,2026-03-26-07.45.02.866000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVALDOCOSTA,INACTIVE                            ,2016-12-01-09.45.22.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  EVALDOCOSTA,ACTIVE                              ,2015-09-10-11.16.17.000000,,MAXADMIN
  EVALDONETO,NEWREG                              ,2025-05-29-13.16.02.000000,,ITEAM
  EVALDONETO,ACTIVE                              ,2025-05-29-13.17.37.000000,,LEONARDOFRANCISCO
  EVALDONETO,INACTIVE                            ,2025-08-20-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVANDOR,NEWREG                              ,2025-04-21-10.05.19.000000,,ITEAM
  EVANDOR,ACTIVE                              ,2025-04-21-10.05.45.000000,,SILVERIOMAIA
  EVANDOR,INACTIVE                            ,2025-05-30-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  EVANDROFIGUEIREDO,NEWREG                              ,2024-02-18-10.09.58.000000,,MAXADMIN
  EVANDROFIGUEIREDO,ACTIVE                              ,2024-02-18-10.27.30.000000,,LEONARDOFRANCISCO
  EVANDROFIGUEIREDO,INACTIVE                            ,2024-09-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVANDROFIGUEIREDO,ACTIVE                              ,2024-07-07-08.05.08.000000,,LEONARDOFRANCISCO
  EVANDROFIGUEIREDO,INACTIVE                            ,2024-04-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVANDROLEAL,ACTIVE                              ,2024-04-14-14.58.26.000000,,LEONARDOFRANCISCO
  EVANDROLEAL,INACTIVE                            ,2024-04-27-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  EVANDROLEAL,NEWREG                              ,2024-04-14-14.53.17.000000,,MAXADMIN
  EVELYNEVERTON,INACTIVE                            ,2016-12-01-09.45.22.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  EVELYNEVERTON,ACTIVE                              ,2014-05-12-18.04.52.000000,,MAXADMIN
  EVELYNGOES,INACTIVE                            ,2016-12-01-09.45.22.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  EVELYNGOES,ACTIVE                              ,2014-05-26-11.44.51.000000,,MAXADMIN
  EVERALDOLEAL,BLOCKED                             ,2024-11-30-06.00.57.000000,,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2023-04-22-22.04.53.000000,,MAXADMIN
  EVERALDOLEAL,BLOCKED                             ,2023-04-18-08.03.29.000000,,MAXADMIN
  EVERALDOLEAL,INACTIVE                            ,2022-08-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2022-05-03-14.21.53.000000,,ITEAM
  EVERALDOLEAL,INACTIVE                            ,2022-08-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2022-05-03-14.21.53.000000,,ITEAM
  EVERALDOLEAL,ACTIVE                              ,2022-06-29-09.26.54.000000,Ticket#0245021 — FW: Senhas de acesso Máximo - Deck,ITEAM
  EVERALDOLEAL,ACTIVE                              ,2023-05-23-16.50.47.000000,,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2023-08-07-11.11.27.000000,,MAXADOOG
  EVERALDOLEAL,ACTIVE                              ,2023-05-23-16.40.47.000000,,MAXADMIN
  EVERALDOLEAL,BLOCKED                             ,2023-05-23-16.40.41.000000,,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2023-04-22-22.14.53.000000,,MAXADMIN
  EVERALDOLEAL,INACTIVE                            ,2023-07-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERALDOLEAL,BLOCKED                             ,2023-05-23-16.48.22.000000,,MAXADMIN
  EVERALDOLEAL,BLOCKED                             ,2023-04-22-22.06.16.000000,,MAXADMIN
  EVERALDOLEAL,BLOCKED                             ,2023-04-22-21.59.04.000000,,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2022-11-29-07.25.42.000000,Ticket#0265873,HELPDESK
  EVERALDOLEAL,ACTIVE                              ,2023-04-18-08.04.53.000000,,MAXADMIN
  EVERALDOLEAL,INACTIVE                            ,2022-06-23-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2024-11-30-06.04.21.000000,,MAXADMIN
  EVERALDOLEAL,INACTIVE                            ,2025-10-04-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2026-04-15-13.25.13.539000,,MAXADMIN
  EVERALDOLEAL,BLOCKED                             ,2026-04-15-13.21.13.686000,,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2026-03-17-07.36.55.822000,,MAXADMIN
  EVERALDOLEAL,BLOCKED                             ,2026-03-17-07.33.11.232000,,MAXADMIN
  EVERALDOLEAL,ACTIVE                              ,2025-11-03-20.44.09.000000,Ticket#2025110329001711,HELPDESK
  EVERTONBARRETO,NEWREG                              ,2024-02-28-08.56.38.000000,,MAXADMIN
  EVERTONBARRETO,INACTIVE                            ,2024-03-10-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  EVERTONBARRETO,ACTIVE                              ,2024-02-28-09.15.08.000000,,SILVERIOMAIA
  EVERTONFERREIRA,ACTIVE                              ,2025-03-10-11.46.37.000000,,LEONARDOFRANCISCO
  EVERTONFERREIRA,INACTIVE                            ,2025-05-06-19.59.50.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVERTONFERREIRA,NEWREG                              ,2025-03-10-11.45.09.000000,,ITEAM
  EVERTONMARIANO,NEWREG                              ,2026-05-24-10.18.52.584000,,MAXADMIN
  EVERTONMARIANO,ACTIVE                              ,2026-05-24-10.20.15.790000,,SILVERIOMAIA
  EVERTONMIRANDA,ACTIVE                              ,2025-12-15-10.44.24.996000,,ITEAM
  EVERTONMIRANDA,INACTIVE                            ,2026-03-26-07.45.03.959000,Usuario inativo por mais de 50 dias,MAXADMIN
  EVIEIRA,ACTIVE                              ,2025-03-23-15.01.52.000000,,SILVERIOMAIA
  EVIEIRA,NEWREG                              ,2025-03-23-15.00.57.000000,,ITEAM
  EVIEIRA,INACTIVE                            ,2025-06-22-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EWERSONROCHA,INACTIVE                            ,2023-05-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EWERSONROCHA,ACTIVE                              ,2023-03-27-19.07.15.000000,,ITEAM
  EWERTONCAMACHO,NEWREG                              ,2024-08-10-20.54.07.000000,,MAXADMIN
  EWERTONCAMACHO,ACTIVE                              ,2024-08-10-20.57.44.000000,,SILVERIOMAIA
  EWERTONCAMACHO,INACTIVE                            ,2024-09-30-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EZEQUIELCORACAO,NEWREG                              ,2025-02-27-17.22.02.000000,,ITEAM
  EZEQUIELCORACAO,INACTIVE                            ,2025-04-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  EZEQUIELCORACAO,ACTIVE                              ,2025-02-27-17.23.48.000000,,LEONARDOFRANCISCO
  FABBIOLEITE,ACTIVE                              ,2023-01-03-08.18.50.000000,,MAXADOOG
  FABBIOLEITE,ACTIVE                              ,2018-03-02-18.19.11.000000,,MAXADMIN
  FABBIOLEITE,INACTIVE                            ,2021-02-26-08.47.21.000000,Usuario sem acessar o sistema,MAXADOOG
  FABBIOLEITE,INACTIVE                            ,2023-06-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIANAALVES,ACTIVE                              ,2020-07-10-16.40.21.000000,,MAXADMIN
  FABIANAALVES,INACTIVE                            ,2023-03-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIANODEMELLO,ACTIVE                              ,2024-01-05-16.58.42.000000,,SILVERIOMAIA
  FABIANODEMELLO,INACTIVE                            ,2024-03-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIANODEMELLO,NEWREG                              ,2024-01-05-16.57.59.000000,,MAXADMIN
  FABIANOQUEIROZ,ACTIVE                              ,2024-06-22-17.33.11.000000,,SILVERIOMAIA
  FABIANOQUEIROZ,NEWREG                              ,2024-06-22-17.28.32.000000,,MAXADMIN
  FABIANOQUEIROZ,INACTIVE                            ,2024-08-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOALVESBARCELOS,ACTIVE                              ,2024-03-16-13.26.31.000000,,LEONARDOFRANCISCO
  FABIOALVESBARCELOS,INACTIVE                            ,2024-05-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOALVESBARCELOS,NEWREG                              ,2024-03-16-13.19.33.000000,,MAXADMIN
  FABIOBARCELOS,ACTIVE                              ,2016-09-23-16.26.49.000000,,MAXADMIN
  FABIOBARCELOS,INACTIVE                            ,2018-03-06-11.06.16.000000,Integrante desligado em 06/03/18,MAXADOOG
  FABIOCARVALHO,ACTIVE                              ,2024-02-15-14.18.30.000000,,ITEAM
  FABIOFIGUEIRA,ACTIVE                              ,2014-05-12-19.02.20.000000,,MAXADMIN
  FABIOFIGUEIRA,INACTIVE                            ,2023-09-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOFIGUEIRA,ACTIVE                              ,2024-03-07-08.27.40.000000,Ticket#0344763 — Resetar a senha Maximo N08,ITEAM
  FABIOFIGUEIRA,INACTIVE                            ,2024-03-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOFIGUEIRA,ACTIVE                              ,2022-01-05-09.28.23.000000,,MAXADOOG
  FABIOFIGUEIRA,INACTIVE                            ,2021-12-12-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOFIGUEIRA,BLOCKED                             ,2022-01-05-09.35.48.000000,,MAXADMIN
  FABIOFIGUEIRA,ACTIVE                              ,2022-01-05-09.36.16.000000,,MAXADMIN
  FABIOFIGUEIRA,ACTIVE                              ,2023-11-22-13.57.58.000000,,MAXADOOG
  FABIOFIGUEIRA,INACTIVE                            ,2026-03-26-07.45.02.197000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOGEREMIAS,ACTIVE                              ,2024-06-16-11.24.08.000000,,SILVERIOMAIA
  FABIOGEREMIAS,INACTIVE                            ,2024-08-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOGEREMIAS,NEWREG                              ,2024-06-16-11.23.27.000000,,MAXADMIN
  FABIOLUIZBERNARDINO,ACTIVE                              ,2025-01-04-14.08.34.000000,,SILVERIOMAIA
  FABIOLUIZBERNARDINO,INACTIVE                            ,2025-02-24-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOLUIZBERNARDINO,NEWREG                              ,2025-01-04-14.06.56.000000,,MAXADMIN
  FABIOMORAES,INACTIVE                            ,2023-12-09-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOMORAES,ACTIVE                              ,2023-10-19-15.16.58.000000,,ITEAM
  FABIOMORAES,ACTIVE                              ,2025-01-15-14.12.22.000000,,ITEAM
  FABIOMORAES,INACTIVE                            ,2025-11-11-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOMORAES,ACTIVE                              ,2026-01-09-12.24.24.708000,Ticket#2026010929000479,HELPDESK
  FABIOMORAIS,INACTIVE                            ,2025-03-06-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOMORAIS,ACTIVE                              ,2024-11-14-10.55.30.000000,,ITEAM
  FABIONASCIMENTO,NEWREG                              ,2023-12-10-10.25.55.000000,,MAXADMIN
  FABIONASCIMENTO,INACTIVE                            ,2024-01-30-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIONASCIMENTO,ACTIVE                              ,2023-12-10-19.21.30.000000,,SILVERIOMAIA
  FABIOOLIVEIRA,ACTIVE                              ,2025-09-10-13.44.43.000000,,MAXADOOG
  FABIOOLIVEIRA,ACTIVE                              ,2026-05-10-20.13.17.306000,,MAXADMIN
  FABIOOLIVEIRA,BLOCKED                             ,2026-05-10-20.12.19.265000,,MAXADMIN
  FABIOOLIVEIRA,ACTIVE                              ,2026-03-01-16.33.13.245000,,MAXADMIN
  FABIOOLIVEIRA,BLOCKED                             ,2026-03-01-16.29.29.628000,,MAXADMIN
  FABIOOLIVIEIRA,ACTIVE                              ,2022-06-27-09.11.12.000000,Ticket#0244705 — Senha máximo,ITEAM
  FABIOOLIVIEIRA,ACTIVE                              ,2022-05-02-16.32.09.000000,,ITEAM
  FABIOOLIVIEIRA,INACTIVE                            ,2022-06-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOOLIVIEIRA,INACTIVE                            ,2025-10-31-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOPESTANA,ACTIVE                              ,2025-10-16-10.17.32.000000,,ITEAM
  FABIOPESTANA,INACTIVE                            ,2026-04-02-07.45.01.272000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOPIRES,ACTIVE                              ,2016-07-28-16.17.12.000000,,MAXADOOG
  FABIOPIRES,BLOCKED                             ,2016-07-28-11.26.53.000000,,MAXADMIN
  FABIOPIRES,ACTIVE                              ,2016-07-28-09.37.49.000000,,ENIOSANTOS
  FABIOPIRES,INACTIVE                            ,2017-03-20-15.00.45.000000,Saneamento março/17,MAXADOOG
  FABIORITA,ACTIVE                              ,2019-01-21-15.00.32.000000,,MAXADMIN
  FABIORITA,INACTIVE                            ,2019-01-25-16.22.20.000000,Inativando usuarios que não acessaram o sistema nos ultimos seis meses,MAXADOOG
  FABIORODRIGUES,NEWREG                              ,2025-02-22-18.18.06.000000,,ITEAM
  FABIORODRIGUES,INACTIVE                            ,2025-05-17-19.52.57.000000,,UELITONJUNIOR
  FABIORODRIGUESPONTES,NEWREG                              ,2025-02-22-14.56.39.000000,,ITEAM
  FABIORODRIGUESPONTES,INACTIVE                            ,2025-04-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIORODRIGUESPONTES,ACTIVE                              ,2025-02-22-17.50.25.000000,,LEONARDOFRANCISCO
  FABIORODRIGUESPONTES,ACTIVE                              ,2025-09-15-08.12.03.000000,,SILVERIOMAIA
  FABIORODRIGUESPONTES,INACTIVE                            ,2025-11-17-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOSARAUJO,NEWREG                              ,2024-03-30-16.03.49.000000,,MAXADMIN
  FABIOSARAUJO,INACTIVE                            ,2024-05-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABIOSARAUJO,ACTIVE                              ,2024-03-30-16.22.58.000000,,SILVERIOMAIA
  FABIOSOUZA,INACTIVE                            ,2019-01-25-16.22.20.000000,Inativando usuarios que não acessaram o sistema nos ultimos seis meses,MAXADOOG
  FABIOSOUZA,ACTIVE                              ,2019-01-21-14.24.33.000000,,MAXADMIN
  FABRICIOALVES,BLOCKED                             ,2025-02-27-07.17.11.000000,,MAXADMIN
  FABRICIOALVES,INACTIVE                            ,2025-04-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  FABRICIOALVES,ACTIVE                              ,2025-02-27-07.25.59.000000,,MAXADMIN
  FABRICIOALVES,ACTIVE                              ,2025-02-26-09.11.53.000000,,ITEAM
  FABRICIOAYRAO,NEWREG                              ,2025-09-09-14.30.48.000000,,ITEAM
  FABRICIOAYRAO,INACTIVE                            ,2025-10-30-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
